children;days_employed;dob_years;education;education_id;family_status;family_status_id;gender;income_type;debt;total_income;purpose
1;;58;высшее;1;в разводе;3;Ж;сотрудник;0;;недвижимость
2;-3600.3454525287807;48;НЕОКОНЧЕННОЕ ВЫСШЕЕ;3;в разводе;3;Ж;сотрудник;0;192380.78962441755;образование
1;-908.6213244914455;34;среднее;2;женат / замужем;0;Ж;сотрудник;0;152690.52853916408;недвижимость
1;-3598.5437732168275;46;среднее;2;женат / замужем;0;Ж;госслужащий;0;172921.83627918529;автомобиль
0;-1369.3856415997861;28;среднее;2;женат / замужем;0;М;сотрудник;0;92289.61074220079;образование
0;330353.393808395;62;высшее;1;женат / замужем;0;Ж;пенсионер;0;135573.73577076555;недвижимость
0;355954.41159409186;70;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;97285.05856870153;недвижимость
2;-2068.808435411484;34;высшее;1;женат / замужем;0;Ж;сотрудник;1;143158.28510619237;недвижимость
0;356424.8756459803;70;среднее;2;женат / замужем;0;Ж;пенсионер;0;54913.92221270605;недвижимость
0;-3829.7780514553783;50;среднее;2;женат / замужем;0;Ж;сотрудник;0;42232.72844392975;недвижимость
0;;47;высшее;1;женат / замужем;0;Ж;компаньон;0;;недвижимость
0;-1145.6672803261483;25;среднее;2;женат / замужем;0;Ж;сотрудник;0;56669.71248275095;образование
0;362597.2898351961;65;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;73514.28908071887;недвижимость
0;-2513.832744061039;35;среднее;2;Не женат / не замужем;4;М;сотрудник;0;99989.9361685585;автомобиль
1;-1557.7804484984274;40;среднее;2;женат / замужем;0;Ж;сотрудник;0;140033.58716131403;недвижимость
0;-1091.0216825005818;28;среднее;2;женат / замужем;0;М;компаньон;0;252580.2166754439;недвижимость
1;-4383.310065982703;54;среднее;2;женат / замужем;0;М;сотрудник;0;219075.64650482574;недвижимость
0;349328.9348681948;68;Среднее;2;вдовец / вдова;2;Ж;пенсионер;0;279682.90084068343;образование
0;;42;среднее;2;женат / замужем;0;Ж;сотрудник;0;;недвижимость
0;347970.50117802917;65;НЕОКОНЧЕННОЕ ВЫСШЕЕ;3;женат / замужем;0;Ж;пенсионер;0;400014.7566931576;недвижимость
0;-1708.0612102532364;37;среднее;2;женат / замужем;0;М;сотрудник;0;306720.0830306136;образование
2;-179.06043714201243;47;среднее;2;женат / замужем;0;Ж;компаньон;0;137413.1103382483;образование
0;-4839.396155872024;65;среднее;2;женат / замужем;0;М;компаньон;0;240239.22960880626;недвижимость
0;-1397.905599067209;35;высшее;1;женат / замужем;0;Ж;госслужащий;0;215140.84596596137;недвижимость
0;-3901.400179171577;44;среднее;2;гражданский брак;1;М;сотрудник;0;73666.56652809543;недвижимость
0;-6829.03440788403;43;ВЫСШЕЕ;1;женат / замужем;0;М;сотрудник;0;189314.97801478146;недвижимость
0;376581.09894088533;53;высшее;1;женат / замужем;0;М;пенсионер;1;174538.98804503208;недвижимость
1;-2033.634449000506;43;среднее;2;женат / замужем;0;Ж;сотрудник;0;189270.081885655;недвижимость
0;-3774.6608415550772;32;среднее;2;Не женат / не замужем;4;М;сотрудник;0;97144.48343150967;образование
0;-1037.9424388744706;57;среднее;2;женат / замужем;0;Ж;сотрудник;0;106712.72426377963;автомобиль
0;385835.8138372281;72;среднее;2;Не женат / не замужем;4;М;пенсионер;0;216767.42171117393;недвижимость
0;-419.95481049196263;31;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;83631.99029546963;недвижимость
0;352893.3056027241;66;начальное;4;женат / замужем;0;Ж;пенсионер;0;113623.23224021116;автомобиль
0;;33;среднее;2;Не женат / не замужем;4;М;компаньон;0;;недвижимость
1;-2026.4403042787053;34;высшее;1;женат / замужем;0;М;компаньон;0;263328.61137938144;недвижимость
1;-2446.2762016748497;31;среднее;2;гражданский брак;1;Ж;госслужащий;1;268438.06331029435;автомобиль
0;-785.3972083988248;47;среднее;2;женат / замужем;0;Ж;компаньон;0;288636.6501181642;образование
0;-1677.0475417751131;27;высшее;1;женат / замужем;0;Ж;госслужащий;0;120657.29643003775;автомобиль
0;-2286.7360762914764;39;среднее;2;женат / замужем;0;Ж;компаньон;0;259511.22212539913;автомобиль
0;-1819.6928521546147;1;среднее;2;женат / замужем;0;Ж;компаньон;0;162681.8157017895;автомобиль
0;-9778.187231829414;55;высшее;1;гражданский брак;1;Ж;сотрудник;0;227977.0737299113;свадьба
1;-1861.8526030043618;43;высшее;1;женат / замужем;0;Ж;компаньон;0;338890.30005782;образование
2;-4240.764072672274;35;среднее;2;женат / замужем;0;Ж;сотрудник;0;117353.61878348827;автомобиль
1;-441.58342381725004;39;среднее;2;гражданский брак;1;Ж;сотрудник;0;107137.73041739767;свадьба
0;-2910.116613495978;31;высшее;1;женат / замужем;0;Ж;компаньон;0;286952.7209675462;недвижимость
2;-4440.421021070032;38;среднее;2;женат / замужем;0;М;сотрудник;0;183031.71066241455;недвижимость
1;-1137.934736112353;42;среднее;2;Не женат / не замужем;4;М;компаньон;0;157054.9707957348;автомобиль
0;380387.4523642765;57;среднее;2;в разводе;3;Ж;пенсионер;0;113998.01875114803;образование
0;-731.6657660735657;60;среднее;2;вдовец / вдова;2;Ж;компаньон;0;55911.24452251234;образование
0;-971.2946464330718;52;СРЕДНЕЕ;2;гражданский брак;1;Ж;сотрудник;0;53281.04304068219;свадьба
1;-940.3308598838242;56;среднее;2;в разводе;3;М;сотрудник;0;91143.7999450792;недвижимость
0;-384.59371910440757;37;среднее;2;гражданский брак;1;М;компаньон;0;90296.92655269447;свадьба
0;329747.22323645256;58;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;94700.52172626561;образование
1;-1705.5305606636916;25;среднее;2;женат / замужем;0;М;сотрудник;0;201776.74231687112;недвижимость
1;-3798.12726066008;39;высшее;1;женат / замужем;0;Ж;сотрудник;0;86386.91240530532;автомобиль
0;-627.1486957399745;29;среднее;2;женат / замужем;0;М;сотрудник;0;186618.73254492015;автомобиль
1;;34;высшее;1;гражданский брак;1;М;сотрудник;0;;автомобиль
0;-537.5538882757739;34;высшее;1;Не женат / не замужем;4;Ж;сотрудник;0;107209.64021408268;недвижимость
1;-6572.935897359738;39;Высшее;1;женат / замужем;0;Ж;сотрудник;0;62399.013494460196;недвижимость
4;;34;среднее;2;женат / замужем;0;Ж;госслужащий;0;;недвижимость
0;-473.4874576166413;44;среднее;2;женат / замужем;0;М;компаньон;0;86855.24007645345;недвижимость
1;-111.9093643515046;29;высшее;1;женат / замужем;0;М;сотрудник;0;163894.75720963275;автомобиль
0;-1736.6425257624514;49;среднее;2;гражданский брак;1;М;компаньон;0;207320.694340273;автомобиль
0;-139.95436735158026;57;среднее;2;гражданский брак;1;Ж;компаньон;1;90136.25984697918;свадьба
0;-1234.63594997438;59;среднее;2;вдовец / вдова;2;Ж;сотрудник;0;260040.08482860116;недвижимость
2;-1312.9197681293463;38;среднее;2;в разводе;3;М;компаньон;0;508391.73279081605;недвижимость
0;-842.9857215738764;47;среднее;2;женат / замужем;0;Ж;сотрудник;0;49735.15308213068;недвижимость
0;376755.23757054115;64;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;144496.8638153275;недвижимость
0;337373.75534828834;65;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;48178.69887716584;образование
0;;36;среднее;2;женат / замужем;0;М;сотрудник;0;;автомобиль
0;-3133.087309703501;44;среднее;2;женат / замужем;0;Ж;сотрудник;0;86393.51527928212;автомобиль
0;366399.22067294474;59;среднее;2;гражданский брак;1;Ж;пенсионер;0;93834.58779671333;свадьба
0;-3678.6738237531267;53;среднее;2;женат / замужем;0;Ж;сотрудник;0;185056.72469005274;автомобиль
0;-3533.456681530441;48;среднее;2;Не женат / не замужем;4;Ж;госслужащий;1;84057.63227704144;недвижимость
0;-721.3342413761965;32;среднее;2;Не женат / не замужем;4;М;сотрудник;0;128763.18676967372;недвижимость
0;-8664.379966294908;53;СРЕДНЕЕ;2;женат / замужем;0;М;сотрудник;0;153513.072176289;автомобиль
1;-113.523578214953;40;среднее;2;гражданский брак;1;М;сотрудник;1;103731.82586961307;автомобиль
0;;59;высшее;1;женат / замужем;0;Ж;компаньон;0;;недвижимость
0;374721.8070481188;64;среднее;2;гражданский брак;1;Ж;пенсионер;0;71152.1835854528;автомобиль
0;;29;высшее;1;гражданский брак;1;Ж;компаньон;0;;свадьба
3;-125.06599051475979;32;среднее;2;Не женат / не замужем;4;М;компаньон;1;152285.61665378427;недвижимость
0;-1917.9466997604407;53;среднее;2;женат / замужем;0;М;компаньон;1;378443.5803450312;недвижимость
0;-6953.979397750788;47;среднее;2;женат / замужем;0;Ж;компаньон;0;49326.06447040885;недвижимость
1;-1972.5704270824763;35;среднее;2;женат / замужем;0;Ж;компаньон;0;125212.75106662815;автомобиль
0;-1668.2078425264701;55;высшее;1;в разводе;3;Ж;сотрудник;0;188366.73300815886;автомобиль
1;-2443.1793152068394;29;среднее;2;Не женат / не замужем;4;Ж;компаньон;0;149410.22176000904;недвижимость
0;342301.3829046709;60;среднее;2;женат / замужем;0;Ж;пенсионер;0;74745.28092884795;недвижимость
0;-155.18232093456285;53;высшее;1;женат / замужем;0;М;компаньон;0;112785.18995806371;автомобиль
0;-2534.94162340899;63;среднее;2;гражданский брак;1;Ж;сотрудник;0;97111.01816179011;недвижимость
0;-6046.8035385674375;60;высшее;1;гражданский брак;1;М;компаньон;1;213670.72884668325;свадьба
0;369309.83238022117;60;Высшее;1;женат / замужем;0;М;пенсионер;0;351901.4113762452;автомобиль
0;;62;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;;недвижимость
0;-2155.7112012473003;39;среднее;2;в разводе;3;Ж;сотрудник;0;106542.34983096209;образование
0;-3049.646514783404;37;среднее;2;гражданский брак;1;Ж;сотрудник;0;110590.30593133652;недвижимость
0;-3140.2878026952462;56;высшее;1;женат / замужем;0;Ж;компаньон;0;462987.4006551298;недвижимость
2;-1410.1885358210716;38;высшее;1;женат / замужем;0;М;сотрудник;0;151123.95823180713;автомобиль
0;-185.2315739853489;57;СРЕДНЕЕ;2;женат / замужем;0;М;сотрудник;0;196501.7397233453;недвижимость
0;-1911.2025857758533;30;среднее;2;гражданский брак;1;Ж;компаньон;0;127105.22002829156;автомобиль
1;-2236.986073189975;32;высшее;1;женат / замужем;0;Ж;госслужащий;0;83977.1474897593;недвижимость
0;-1802.5502999261496;43;среднее;2;женат / замужем;0;Ж;сотрудник;0;184226.2885858863;недвижимость
2;-2087.8367649336874;35;неоконченное высшее;3;женат / замужем;0;Ж;компаньон;0;181785.68981688484;недвижимость
1;-7078.768034539022;43;среднее;2;женат / замужем;0;Ж;сотрудник;0;174135.1757391998;автомобиль
0;363452.503711356;52;среднее;2;гражданский брак;1;Ж;пенсионер;0;44213.2581466764;недвижимость
2;-1134.0676958378829;41;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;95657.80850656277;автомобиль
0;-5724.6039693187095;48;среднее;2;женат / замужем;0;Ж;сотрудник;0;190236.25838725755;автомобиль
2;-213.37463990418428;26;среднее;2;женат / замужем;0;Ж;сотрудник;0;192274.42398826557;недвижимость
0;319668.8480553123;60;высшее;1;женат / замужем;0;М;пенсионер;0;91102.48337686094;образование
0;-13629.66654194387;66;СРЕДНЕЕ;2;женат / замужем;0;Ж;госслужащий;0;251113.19319713474;недвижимость
2;-1873.9273636669618;32;высшее;1;гражданский брак;1;Ж;компаньон;0;541961.2351712176;свадьба
0;-856.306620686266;57;среднее;2;вдовец / вдова;2;Ж;сотрудник;0;80326.32139322051;образование
20;-2096.74377308446;1;среднее;2;женат / замужем;0;Ж;сотрудник;0;193747.74315623293;автомобиль
0;;67;среднее;2;гражданский брак;1;Ж;пенсионер;0;;свадьба
1;-799.3235994356543;29;СРЕДНЕЕ;2;женат / замужем;0;Ж;сотрудник;0;56303.57736116425;недвижимость
0;353511.20504253946;62;среднее;2;Не женат / не замужем;4;Ж;пенсионер;0;87573.23005480994;недвижимость
0;-148.43559888036486;52;среднее;2;женат / замужем;0;М;сотрудник;0;233633.88213787094;недвижимость
0;-983.3172076476045;30;среднее;2;женат / замужем;0;М;сотрудник;0;180757.72032237455;недвижимость
0;-318.10658888691586;25;среднее;2;гражданский брак;1;М;госслужащий;0;173131.2872218426;недвижимость
1;;30;неоконченное высшее;3;Не женат / не замужем;4;Ж;компаньон;0;;недвижимость
0;-4317.433012535714;49;ВЫСШЕЕ;1;женат / замужем;0;Ж;компаньон;0;225493.95613462155;недвижимость
0;372342.2460713564;72;среднее;2;гражданский брак;1;Ж;пенсионер;0;143836.82298548546;свадьба
2;-1630.1411385658616;39;среднее;2;женат / замужем;0;М;сотрудник;0;202419.7623488155;автомобиль
0;-4260.698085059621;42;среднее;2;женат / замужем;0;Ж;компаньон;0;170464.2850206964;недвижимость
0;375125.93886084034;51;высшее;1;Не женат / не замужем;4;Ж;пенсионер;0;185117.16397172352;образование
0;-1375.0433353617161;30;высшее;1;гражданский брак;1;Ж;компаньон;0;380371.5878661046;свадьба
0;-4659.096263368195;45;среднее;2;женат / замужем;0;Ж;сотрудник;0;181977.01992191523;недвижимость
0;-11626.523579424578;49;среднее;2;женат / замужем;0;Ж;сотрудник;0;80765.60120940946;образование
2;;41;среднее;2;вдовец / вдова;2;Ж;компаньон;0;;недвижимость
1;-5392.931088034341;33;среднее;2;гражданский брак;1;Ж;сотрудник;0;138719.3756286859;свадьба
0;-357.9984283241761;22;среднее;2;женат / замужем;0;М;сотрудник;0;145396.9080848453;недвижимость
0;382619.9827682374;66;среднее;2;гражданский брак;1;Ж;пенсионер;0;188354.5932921841;автомобиль
1;-3126.9705744701605;44;среднее;2;женат / замужем;0;Ж;сотрудник;0;139970.1451214114;образование
1;-885.1036550279932;34;среднее;2;женат / замужем;0;М;сотрудник;0;234026.48723088545;недвижимость
0;327457.2710935478;70;Ученая степень;5;женат / замужем;0;М;пенсионер;0;95789.92057858732;недвижимость
0;-4684.009644045487;34;среднее;2;женат / замужем;0;М;компаньон;0;250902.95300348123;автомобиль
0;365568.01350688544;69;Среднее;2;женат / замужем;0;Ж;пенсионер;1;85281.0067474322;образование
1;-5466.541826812061;41;среднее;2;женат / замужем;0;Ж;сотрудник;0;63170.34899067128;автомобиль
0;-4069.7465741643346;59;среднее;2;женат / замужем;0;М;госслужащий;0;126372.10240249737;образование
1;;62;среднее;2;гражданский брак;1;Ж;пенсионер;0;;недвижимость
0;-1433.1894845679099;53;среднее;2;женат / замужем;0;М;сотрудник;0;375464.4720974052;недвижимость
0;-199.70180260560332;43;высшее;1;гражданский брак;1;М;сотрудник;1;190262.85363392186;недвижимость
0;-1918.6532725473178;40;среднее;2;женат / замужем;0;Ж;сотрудник;0;118040.63098245171;образование
0;-7024.412739677261;41;высшее;1;гражданский брак;1;Ж;сотрудник;0;117233.6493132067;свадьба
0;-827.752484328395;50;высшее;1;женат / замужем;0;Ж;сотрудник;0;115218.33186236054;недвижимость
1;;37;Высшее;1;гражданский брак;1;Ж;сотрудник;0;;свадьба
0;-162.90570291438314;45;СРЕДНЕЕ;2;гражданский брак;1;Ж;сотрудник;0;119521.77190019039;свадьба
0;;57;среднее;2;в разводе;3;Ж;компаньон;0;;недвижимость
0;-274.533907495499;38;среднее;2;женат / замужем;0;Ж;сотрудник;0;153856.6479447989;недвижимость
2;-3496.506110700117;46;Среднее;2;женат / замужем;0;М;компаньон;0;177363.59210053147;недвижимость
0;-5284.126637977189;53;среднее;2;гражданский брак;1;Ж;сотрудник;0;134651.86993545806;свадьба
0;320860.9364860819;59;среднее;2;женат / замужем;0;Ж;пенсионер;0;72649.39546959286;образование
0;;60;ВЫСШЕЕ;1;женат / замужем;0;М;госслужащий;0;;автомобиль
1;-4086.380538317052;35;высшее;1;женат / замужем;0;М;сотрудник;1;303448.8731913001;недвижимость
0;-575.9572123125039;29;среднее;2;Не женат / не замужем;4;Ж;сотрудник;1;135699.56854140383;недвижимость
0;326801.23187615984;58;среднее;2;женат / замужем;0;Ж;пенсионер;0;113366.06272868345;недвижимость
2;-706.9024183482799;28;Среднее;2;женат / замужем;0;М;сотрудник;0;152068.19385167354;образование
0;324161.82957236806;63;среднее;2;Не женат / не замужем;4;Ж;пенсионер;0;208171.04722332075;автомобиль
2;-131.12890050021363;35;Среднее;2;женат / замужем;0;Ж;компаньон;0;108738.37228823053;недвижимость
0;321674.35323810385;59;среднее;2;гражданский брак;1;Ж;пенсионер;0;129252.73545456683;свадьба
0;-3111.2505265766686;39;высшее;1;вдовец / вдова;2;Ж;компаньон;0;214211.2048191526;образование
0;;53;высшее;1;гражданский брак;1;Ж;пенсионер;0;;недвижимость
0;-978.7441406266595;52;среднее;2;гражданский брак;1;М;компаньон;0;249004.1626471667;недвижимость
0;351859.1414362437;40;среднее;2;в разводе;3;Ж;пенсионер;0;93985.05718069835;недвижимость
0;-1557.026649774772;35;Среднее;2;гражданский брак;1;М;сотрудник;0;124679.30103853402;недвижимость
0;345982.862848027;55;среднее;2;женат / замужем;0;Ж;пенсионер;1;138143.8614803314;образование
0;;48;высшее;1;женат / замужем;0;Ж;сотрудник;0;;недвижимость
1;-1961.670456800488;39;среднее;2;гражданский брак;1;Ж;сотрудник;1;141404.19436181395;автомобиль
2;-3022.334606263231;34;среднее;2;Не женат / не замужем;4;М;сотрудник;0;162020.66040272109;недвижимость
0;368985.98374455277;68;высшее;1;Не женат / не замужем;4;М;пенсионер;0;127206.75712476313;автомобиль
0;;30;среднее;2;женат / замужем;0;Ж;сотрудник;0;;автомобиль
1;-652.3491824334196;34;среднее;2;женат / замужем;0;М;сотрудник;0;141992.25335864312;недвижимость
0;-138.16933995628818;29;среднее;2;женат / замужем;0;М;сотрудник;0;76642.21154306759;недвижимость
0;;29;высшее;1;женат / замужем;0;М;компаньон;0;;недвижимость
1;-2014.3800881708407;42;среднее;2;в разводе;3;Ж;сотрудник;0;129711.15339898526;недвижимость
0;380852.66376671253;66;высшее;1;женат / замужем;0;Ж;пенсионер;0;60491.904509333595;образование
0;-3525.198889764793;29;высшее;1;Не женат / не замужем;4;М;компаньон;0;124156.02305025462;образование
0;-1437.2846221399218;52;среднее;2;женат / замужем;0;Ж;сотрудник;0;163333.5495658993;недвижимость
0;-453.8097216338645;47;начальное;4;гражданский брак;1;М;сотрудник;0;62947.72120307335;недвижимость
0;-9453.981532858186;54;среднее;2;женат / замужем;0;Ж;компаньон;0;258492.54567373937;автомобиль
1;-2071.5865602796757;41;высшее;1;Не женат / не замужем;4;Ж;госслужащий;0;191700.47756376816;образование
0;-996.4040572609082;44;среднее;2;женат / замужем;0;Ж;сотрудник;0;174934.1619868332;недвижимость
0;-388.74050875927816;38;среднее;2;гражданский брак;1;Ж;сотрудник;0;134705.87758350314;автомобиль
0;351974.08535008616;54;среднее;2;женат / замужем;0;Ж;пенсионер;0;99909.74586470668;образование
0;357334.6211640465;47;среднее;2;гражданский брак;1;Ж;пенсионер;1;64163.464964334766;свадьба
0;-8327.04350632047;48;среднее;2;женат / замужем;0;М;сотрудник;0;145669.15693709708;недвижимость
0;-1544.8834311108346;35;среднее;2;гражданский брак;1;Ж;сотрудник;0;189495.286075549;свадьба
0;-244.17159498739585;49;высшее;1;женат / замужем;0;Ж;компаньон;0;198906.57787499236;недвижимость
2;-1547.2538173897585;27;среднее;2;женат / замужем;0;Ж;сотрудник;0;176610.55174464238;автомобиль
1;;27;среднее;2;женат / замужем;0;Ж;сотрудник;0;;недвижимость
0;-217.80846111812895;24;среднее;2;Не женат / не замужем;4;М;сотрудник;0;92616.77597587126;недвижимость
0;-135.99334882367737;43;среднее;2;женат / замужем;0;М;сотрудник;0;67096.65957801764;недвижимость
1;-4694.936568463943;45;среднее;2;женат / замужем;0;Ж;сотрудник;0;244820.58419906063;автомобиль
0;327412.5114532408;53;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;75970.8983723333;недвижимость
0;-753.3644526909607;35;среднее;2;женат / замужем;0;М;компаньон;1;145326.7741171453;недвижимость
0;-356.1151111298803;45;высшее;1;вдовец / вдова;2;Ж;компаньон;0;208378.3383257567;недвижимость
1;370187.1686492102;62;среднее;2;гражданский брак;1;Ж;пенсионер;0;181487.79258716875;свадьба
0;-10153.57268999011;47;среднее;2;вдовец / вдова;2;Ж;компаньон;0;251178.24742535732;образование
0;-489.5112822736713;50;среднее;2;женат / замужем;0;М;сотрудник;0;176565.85500891626;недвижимость
1;-236.38075401335755;32;среднее;2;женат / замужем;0;М;сотрудник;1;145802.4929124441;недвижимость
0;329100.51862868643;53;среднее;2;женат / замужем;0;Ж;пенсионер;0;84511.64936231013;недвижимость
0;-1352.374789792899;51;среднее;2;гражданский брак;1;М;сотрудник;0;258908.4178258646;автомобиль
0;-3066.69301829167;42;высшее;1;гражданский брак;1;М;компаньон;0;219051.6400880606;свадьба
0;-1564.3239116377824;34;ВЫСШЕЕ;1;женат / замужем;0;Ж;сотрудник;0;140844.57634000946;автомобиль
0;-493.76225678947856;55;среднее;2;вдовец / вдова;2;Ж;компаньон;0;106175.80986667189;недвижимость
0;-4009.685834924341;44;среднее;2;женат / замужем;0;М;компаньон;0;169576.1743621481;образование
0;-370.89678966622654;48;среднее;2;женат / замужем;0;Ж;компаньон;0;144633.53067385868;автомобиль
0;-772.6890633135602;26;среднее;2;гражданский брак;1;Ж;сотрудник;0;142404.60382603324;свадьба
0;;65;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;;недвижимость
0;331202.86146441137;61;среднее;2;женат / замужем;0;Ж;пенсионер;0;80728.8230824001;недвижимость
0;375054.06175088516;55;среднее;2;гражданский брак;1;Ж;пенсионер;0;120284.67068990301;автомобиль
0;;50;среднее;2;гражданский брак;1;Ж;сотрудник;0;;недвижимость
0;-12401.976397020995;55;среднее;2;женат / замужем;0;Ж;компаньон;0;295753.6245953645;недвижимость
2;;32;высшее;1;женат / замужем;0;Ж;сотрудник;0;;недвижимость
1;-2995.6145313031384;39;высшее;1;женат / замужем;0;Ж;компаньон;0;179767.68404196546;недвижимость
2;-2427.8050438917926;1;высшее;1;Не женат / не замужем;4;М;сотрудник;0;283380.9090633499;недвижимость
0;334868.40091224934;53;среднее;2;женат / замужем;0;Ж;пенсионер;0;52624.01355740373;образование
2;-3093.054246920009;43;среднее;2;женат / замужем;0;М;сотрудник;0;102643.46120208733;недвижимость
1;-582.3629752525119;37;высшее;1;женат / замужем;0;Ж;компаньон;0;246747.58999666877;образование
0;-8882.418253893675;45;среднее;2;гражданский брак;1;Ж;сотрудник;0;267034.20672922436;свадьба
2;-1664.2681607702416;47;высшее;1;гражданский брак;1;Ж;компаньон;1;349967.46649627376;свадьба
2;-1654.0264086911977;41;среднее;2;женат / замужем;0;Ж;сотрудник;1;80933.70298206694;образование
1;-6499.670974673556;56;среднее;2;женат / замужем;0;Ж;сотрудник;0;88730.0971698174;образование
1;-721.5155631145398;36;среднее;2;женат / замужем;0;Ж;сотрудник;0;134227.3892892565;недвижимость
0;-113.83903422135316;52;высшее;1;женат / замужем;0;Ж;компаньон;0;201541.69958368829;автомобиль
1;-491.3398545880095;29;высшее;1;Не женат / не замужем;4;М;госслужащий;1;179507.3516873073;автомобиль
0;-1306.970882623842;30;высшее;1;женат / замужем;0;М;сотрудник;0;686457.2345418264;недвижимость
1;-4511.689061965868;45;высшее;1;гражданский брак;1;Ж;компаньон;0;155257.6849472011;автомобиль
1;-1240.157995683737;30;неоконченное высшее;3;Не женат / не замужем;4;Ж;компаньон;0;281155.7020744462;недвижимость
0;342735.0900409958;66;среднее;2;женат / замужем;0;Ж;пенсионер;0;140233.0487353959;недвижимость
0;324373.9051407168;67;среднее;2;женат / замужем;0;М;пенсионер;0;113099.61161155661;автомобиль
0;-530.3399085598556;53;среднее;2;женат / замужем;0;М;компаньон;0;283712.7601842089;недвижимость
0;-1123.8897303670517;32;среднее;2;гражданский брак;1;Ж;сотрудник;0;114250.27018542378;свадьба
0;;43;среднее;2;женат / замужем;0;М;сотрудник;0;;недвижимость
2;-1291.913946496448;27;среднее;2;женат / замужем;0;М;компаньон;0;173591.36985984715;образование
0;322464.1678546236;64;среднее;2;женат / замужем;0;М;пенсионер;0;168677.21563748145;недвижимость
0;-12020.540092556104;57;среднее;2;женат / замужем;0;М;сотрудник;1;124566.12014342655;образование
0;-800.8551825370376;55;высшее;1;Не женат / не замужем;4;Ж;сотрудник;0;166740.32541763093;недвижимость
0;320276.5402040867;71;среднее;2;Не женат / не замужем;4;М;пенсионер;0;101024.28822027447;недвижимость
3;-935.2849554681811;41;среднее;2;гражданский брак;1;М;сотрудник;0;346936.31869817636;образование
0;356835.08951794374;67;среднее;2;женат / замужем;0;М;пенсионер;0;61691.484989635916;автомобиль
0;-7575.0307975560545;56;среднее;2;гражданский брак;1;М;компаньон;1;130217.63391922678;недвижимость
1;-2929.0298981427454;49;среднее;2;женат / замужем;0;М;сотрудник;0;215934.8577264641;недвижимость
0;-251.39223301245323;33;высшее;1;женат / замужем;0;М;компаньон;0;116529.8549430495;автомобиль
0;-198.09752542051626;51;среднее;2;гражданский брак;1;Ж;сотрудник;0;78015.07138058316;недвижимость
1;-7909.569430090046;44;среднее;2;женат / замужем;0;Ж;сотрудник;0;63547.66891616078;образование
0;;63;среднее;2;женат / замужем;0;М;пенсионер;0;;недвижимость
0;-1507.4416030526932;53;неоконченное высшее;3;вдовец / вдова;2;Ж;компаньон;0;242149.51565888323;недвижимость
0;-660.0600595696269;41;среднее;2;Не женат / не замужем;4;М;компаньон;0;186116.4352580624;автомобиль
1;-919.9112682940647;39;среднее;2;женат / замужем;0;М;компаньон;0;205173.14990451882;недвижимость
0;-1084.2707592072682;28;среднее;2;Не женат / не замужем;4;М;компаньон;0;165472.36468011612;автомобиль
0;349917.5623781495;52;высшее;1;женат / замужем;0;М;пенсионер;0;178863.08461516158;недвижимость
0;-910.9841430787202;32;среднее;2;Не женат / не замужем;4;Ж;компаньон;1;83941.04305614255;образование
0;;55;высшее;1;гражданский брак;1;М;компаньон;0;;недвижимость
0;319484.799548433;62;среднее;2;женат / замужем;0;Ж;пенсионер;0;199794.93476014558;автомобиль
1;-10776.48903044957;60;среднее;2;женат / замужем;0;Ж;сотрудник;0;124867.20044547041;недвижимость
0;;54;высшее;1;гражданский брак;1;М;сотрудник;0;;свадьба
0;373441.68631140655;72;среднее;2;Не женат / не замужем;4;Ж;пенсионер;0;169649.40800852634;недвижимость
0;-422.1286005293618;45;среднее;2;женат / замужем;0;Ж;сотрудник;0;174545.79095815448;образование
0;-1832.5244758423269;43;высшее;1;Не женат / не замужем;4;М;сотрудник;0;192410.13420253422;автомобиль
0;-852.5644974206938;36;среднее;2;женат / замужем;0;Ж;компаньон;0;189270.11134326432;недвижимость
2;;36;высшее;1;женат / замужем;0;Ж;сотрудник;0;;автомобиль
0;-2879.2744717322767;57;среднее;2;женат / замужем;0;М;сотрудник;0;259311.01704806337;недвижимость
2;;35;СРЕДНЕЕ;2;в разводе;3;Ж;сотрудник;0;;автомобиль
1;-1115.3189254643191;37;среднее;2;женат / замужем;0;М;сотрудник;1;137476.61342826346;автомобиль
2;-2344.5672461573686;30;высшее;1;женат / замужем;0;М;сотрудник;0;123440.91865446609;недвижимость
0;;59;среднее;2;Не женат / не замужем;4;М;пенсионер;0;;недвижимость
0;358044.46451223834;56;среднее;2;женат / замужем;0;М;пенсионер;0;73590.64720416834;недвижимость
1;-7579.996422062699;50;высшее;1;женат / замужем;0;М;госслужащий;0;883137.9266897097;недвижимость
1;-5005.657445855006;49;среднее;2;женат / замужем;0;М;сотрудник;0;245907.01866432768;недвижимость
0;-2835.688369624109;49;неоконченное высшее;3;Не женат / не замужем;4;М;компаньон;0;242805.26019378536;образование
1;-711.3405915961854;43;высшее;1;гражданский брак;1;М;сотрудник;0;420207.86928177753;свадьба
